NTDID,Agency,Active,SSW,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15
3061,Mid Mon Valley Transit Authority,Active,N,417,"Monessen-California, PA",MB,PT,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
3067,Access Transportation Systems,Inactive,N,,,DR,PT,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,0,0,0,0,0,0,0,0,0,0,0,0,420,420,420,420,420,420,415,415,415,415,415,415,415,415,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,Fairfax Connector Bus System,Active,N,8,"Washington, DC-VA-MD",MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,136,136,134,134,132,136,136,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,Fairfax Connector Bus System,Active,N,8,"Washington, DC-VA-MD",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,139,139,139,139,139,139,139,139,139,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,145,142,142,145,145,145,145,145,145,145,144,146,146,146,146,148,148,148,146,146,146,146,146,146,146,146,146,147,147,147,147,147,147,150,150,150,160,159,159,161,161,161,161,161,159,161,161,161,161,162,164,169,169,169,178,178,178,174,174,184,184,184,184,188,188,188,186,186,188,188,188,188,187,187,187,192,192,207,207,207,207,208,207,207,207,207,207,207,207,207,207,207,207,217,217,217,217,217,217,217
3069,City of Danville Mass Transit System,Inactive,Y,0,Non-UZA,DR,DO,,,,,,,,,,,,,2,2,3,2,2,2,2,2,3,3,3,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,
3069,City of Danville Mass Transit System,Inactive,Y,0,Non-UZA,MB,DO,,,,,,,,,,,,,7,6,6,6,8,6,6,6,6,6,6,7,0,0,0,0,0,0,5,7,7,7,8,8,8,8,8,8,6,0,0,0,0,0,0,0,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,
3070,Potomac and Rappahannock Transportation Commission,Active,N,8,"Washington, DC-VA-MD",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,85,85,85
3070,Potomac and Rappahannock Transportation Commission,Active,N,8,"Washington, DC-VA-MD",MB,PT,65,65,65,66,66,66,68,68,69,70,70,70,70,70,70,70,70,70,73,73,73,73,73,73,75,75,75,75,75,75,70,70,70,70,78,78,78,78,78,78,78,79,79,79,79,79,79,79,80,80,80,87,87,87,87,87,87,87,91,91,92,92,92,92,92,92,92,93,93,92,92,92,97,97,97,98,99,101,101,101,103,104,104,104,104,105,106,106,106,103,103,103,106,109,109,109,109,109,109,109,109,109,109,110,110,112,112,112,112,112,112,112,112,112,112,115,115,115,115,115,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,32,32,32,32,32,32,32,32,32,32,32,32,36,36,36,36,36,36,36,36,36
3071,City of Alexandria,Active,N,8,"Washington, DC-VA-MD",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,28,28,28,28,28,28,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,City of Alexandria,Active,N,8,"Washington, DC-VA-MD",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
3071,City of Alexandria,Active,N,8,"Washington, DC-VA-MD",MB,DO,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,47,47,47,47,47,47,46,46,46,0,0,0,47,47,47,47,47,47,47,47,47,47,47,47,57,56,56,57,57,57,57,57,57,57,45,45,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,48,48,48,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,52,52,52,51,51,51,51,51,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,60,60,60,60,60,60,60,60,60,60,60,60,60,64,64,64,64,64,64
3071,City of Alexandria,Active,N,8,"Washington, DC-VA-MD",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,Transit Services of Frederick County,Active,N,230,"Frederick, MD",DR,DO,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,19,19,19,19,19,19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,25,25,25,25,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3072,Transit Services of Frederick County,Active,N,230,"Frederick, MD",MB,DO,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,17,17,17,17,17,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,18,18,18,18,18,21,21,21,21,21,21,21,21,21,21,21,21,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
3073,Virginia Railway Express,Active,N,8,"Washington, DC-VA-MD",CR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,63,63,63,63,64,64,64,64,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,Virginia Railway Express,Active,N,8,"Washington, DC-VA-MD",CR,PT,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,,,,,,,,,,,,64,64,64,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,70,70,70,70,70,70,70,70,70,70,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,76,76,76,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
3074,Harford Transit,Active,N,169,"Aberdeen-Bel Air South-Bel Air North, MD",DR,DO,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,6,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,13,13,14,14,13,14,13,14,14,14,13,13,13,13,13,13,12,13,11,13,13,13,12,14,11,12,12,12,12,12,12,12,12,12,13,12,11,11,11,11,11,11
3074,Harford Transit,Active,N,169,"Aberdeen-Bel Air South-Bel Air North, MD",MB,DO,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,12,12,12,13,13,12,13,13,13,13,14,14,13,13,14,12,13,13,14,14,15,14,13,13,14,14,14,13,13,14,14,14,13,14,13,13
3075,Delaware Transit Corporation,Active,N,5,"Philadelphia, PA-NJ-DE-MD",DR,DO,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,157,157,157,157,157,157,166,166,166,166,166,166,166,166,166,166,166,166,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,228,228,228,228,244,244,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,257,257,257,257,257,257,257,257,257,257,257,257,257,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
3075,Delaware Transit Corporation,Active,N,5,"Philadelphia, PA-NJ-DE-MD",DR,PT,143,143,143,143,143,143,143,143,143,143,143,143,88,88,88,88,88,88,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9
3075,Delaware Transit Corporation,Active,N,5,"Philadelphia, PA-NJ-DE-MD",MB,DO,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,145,145,145,125,125,125,125,125,125,125,145,145,145,145,145,125,125,131,141,141,141,141,161,161,161,161,161,141,141,141,136,136,136,136,156,156,158,158,158,138,138,139,139,139,139,139,159,159,160,160,160,140,140,140,140,140,140,140,160,160,160,160,160,140,140,140,145,145,145,145,166,166,166,166,166,146,146,146,146,146,146,146,171,171,171,171,171,151,151,151,151,151,151,151,171,171,171,171,171,151,151,151,151,151,151,151,172,172,170,170,170,149,149,149,149,149,149,149,170,170,170,170,170,149,149,149,149,149,149,149,170,170,170,170,170,149,149,149,149
3075,Delaware Transit Corporation,Active,N,5,"Philadelphia, PA-NJ-DE-MD",MB,PT,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,17,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,21,21,21
3076,Williamsburg Area Transit Authority,Active,N,371,"Williamsburg, VA",DR,DO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3076,Williamsburg Area Transit Authority,Active,N,371,"Williamsburg, VA",MB,DO,4,4,4,4,4,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,8,8,10,10,9,9,9,8,8,8,8,9,8,9,11,11,10,10,10,9,9,9,9,11,9,9,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,14,14,14,14,16,16,16,16,16,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,20
3076,Williamsburg Area Transit Authority,Active,N,371,"Williamsburg, VA",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,16,16,16,16,16,17,17,17,17,17,17,17,17,16,16,16,16,17,17,17,17,17,17,17,17,16,16,6,6,8,8,8,10,10,13,13,13,13,13,10
3077,Borough of Pottstown - Pottstown Area Rapid Transit,Active,N,287,"Pottstown, PA",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3077,Borough of Pottstown - Pottstown Area Rapid Transit,Active,N,287,"Pottstown, PA",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
3078,Southwestern Pennsylvania Commission,Active,N,27,"Pittsburgh, PA",VP,PT,32,32,33,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,31,31,29,29,29,29,29,27,26,26,26,27,43,43,42,41,41,41,38,38,39,37,37,37,36,37,37,37,35,35,34,34,34,33,33,33,33,33,34,34,34,34,34,34,34,34,34,33,33,34,34,34,34,34,34,36,36,36,38,42,44,44,44,45,45,45,45,45,45,45,45,43,43,43,43,43,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,44,46,47,45,46,46,46,45,52,53,53,53,53,53,53,53,54,54,54,54,56,57,57,57,59,59,59,59,59,60,61,61,61,61,61,60,61,61,60,59,58,57,57,57,57
3079,Fredericksburg Regional Transit,Active,Y,231,"Fredericksburg, VA",MB,DO,,,,,,,,,,,,,12,12,12,12,10,10,10,12,12,12,12,12,12,12,12,12,10,10,10,12,12,12,12,12,12,15,15,15,15,13,13,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,22,22,22,21,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,20,21,21,22,22,22,21,21,21,21,21,20,20,21,21,21,21,21,22,21,21,21,21,21,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
3080,Arlington Transit - Arlington County,Active,N,8,"Washington, DC-VA-MD",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,77,77,77,77,77,77,77,77,77,77,22,22,22,22,22,22,22,22,22,22,22,22,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13
3080,Arlington Transit - Arlington County,Active,N,8,"Washington, DC-VA-MD",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3080,Arlington Transit - Arlington County,Active,N,8,"Washington, DC-VA-MD",MB,PT,4,5,5,5,5,5,5,0,0,0,0,0,5,7,7,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,20,23,25,25,27,29,29,29,29,29,29,29,29,30,30,30,30,29,29,29,29,29,29,31,31,31,31,32,32,32,32,32,32,32,32,33,34,34,34,34,34,35,35,35,37,37,37,37,37,37,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Active,N,8,"Washington, DC-VA-MD",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,54,54,54,54,54,54,54,54,56,56,57,57,57,57,57,57,57,62,63,63,63,61,61,61,61,61,61,61
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Active,N,8,"Washington, DC-VA-MD",MB,PT,13,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,21,22,21,21,21,21,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,21,21,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,30,30,30,30,32,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,36,36,36,36,39,43,43,43,45,45,45,45,45,45,45,45,45,47,47,47,47,47,47,47,50,50,50,52,52,52,,,,,,,,,,,,,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",DR,DO,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",DR,PT,157,157,157,157,157,157,157,157,157,157,157,157,88,88,88,88,88,88,88,88,88,88,88,88,85,85,85,85,85,85,85,85,85,85,85,85,81,81,77,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,66,66,66,66,66,68,68,68,68,68,68,68,68,68,68,68,68,63,65,62,62,63,61,68,68,68,67,69,65,62,65,71,65,65,68,69,70,70,68,70,72,72,73,73,74,74,75,73,76,79,78,78,76,80,80,80,82,81,78,84,79,80,78,54,52,52,52,53,54,53,70,81,79,79,79,78,78,81,82,79,78,78,77,77,79,83,86,85,82,82,85,86,86,83,80,83,83,86,85,90,85
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,75,75,75,75,75,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",FB,PT,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,3,3,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,1,1,2,2,4,3,3,2,1,1,1,1,1,1,2,3,3,3,3,2,1,1,1,1,1,2,2,3,3,3,3,1,1,1,1,1
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",LR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",MB,DO,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,290,290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,240,291,255,246,243,238,284,284,271,267,267,272,274,274,270,270,270,270,239,239,219,219,219,219,219,226,226,226,227,227,224,221,221,203,203,203,203,204,204,204,204,204,210,216,221,204,203,219,214,205,205,205,217,234,234,234,221,221,218,218,218,201,201,201,234,234,230,230,217,214,216,216,216,216,216,216,233,233,236,236,223,218,218,218,206
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Active,N,34,"Virginia Beach, VA",VP,DO,35,35,35,35,35,35,35,35,35,35,35,35,37,37,36,35,35,35,34,34,31,31,31,31,32,32,32,32,32,33,33,33,33,33,31,31,31,31,30,30,30,31,31,30,33,34,36,36,36,35,35,34,35,38,40,40,40,41,41,41,41,41,41,43,43,43,42,41,41,41,41,41,52,42,42,44,45,46,46,46,47,48,48,48,48,48,48,51,48,48,48,48,48,47,50,53,51,53,54,53,48,55,53,61,60,54,55,57,60,59,61,61,62,59,58,48,45,50,51,52,50,52,52,52,55,54,53,54,54,54,53,53,54,54,53,51,50,49,47,46,46,46,46,42,44,44,44,44,44,43,33,33,33,30,30,30,30
3084,University of Pittsburgh,Inactive,N,,,VP,DO,17,17,17,17,16,16,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
