NTDID,Agency,Mode,TOS,Active,Small Systems Waiver,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
3027,York County Transportation Authority,DR,DO,Active,N,York,PA,158,"York, PA",132,"232,045",911,"381,751",2013,6,2013,"3,589,195","270,408",13.27," $	5,075,592 "," $	5,018,559 ", $	18.56 , $	18.77 
3027,York County Transportation Authority,DR,PT,Active,N,York,PA,158,"York, PA",132,"232,045",911,"381,751",2013,6,2013,"188,065","14,641",12.85," $	7,627 "," $	653,515 ", $	44.64 , $	0.52 
3027,York County Transportation Authority,DT,PT,Active,N,York,PA,158,"York, PA",132,"232,045",911,"381,751",2013,6,2013,"114,598","12,790",8.96," $	7,819 "," $	169,711 ", $	13.27 , $	0.61 
3027,York County Transportation Authority,MB,DO,Active,N,York,PA,158,"York, PA",132,"232,045",911,"381,751",2013,6,2013,"5,529,872","1,607,521",3.44," $	1,467,270 "," $	8,321,475 ", $	5.18 , $	0.91 
3027,York County Transportation Authority,MB,PT,Active,N,York,PA,158,"York, PA",132,"232,045",911,"381,751",2013,6,2013,,,,,,,
3027,York County Transportation Authority,VP,PT,Active,N,York,PA,158,"York, PA",132,"232,045",911,"381,751",2013,6,2013,,,,,,,
3030,Washington Metropolitan Area Transit Authority,DR,PT,Active,N,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2013,6,2013,"14,627,679","1,930,671",7.58," $	8,014,194 "," $	95,059,545 ", $	49.24 , $	4.15 
3030,Washington Metropolitan Area Transit Authority,DT,PT,Active,N,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2013,6,2013,"1,548,314","102,628",15.09," $	265,805 "," $	8,172,504 ", $	79.63 , $	2.59 
3030,Washington Metropolitan Area Transit Authority,HR,DO,Active,N,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2013,6,2013,"1,552,619,378","273,828,461",5.67," $	605,538,195 "," $	909,456,911 ", $	3.32 , $	2.21 
3030,Washington Metropolitan Area Transit Authority,MB,DO,Active,N,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2013,6,2013,"413,821,534","132,064,874",3.13," $	138,734,157 "," $	551,813,538 ", $	4.18 , $	1.05 
3030,Washington Metropolitan Area Transit Authority,MB,PT,Active,N,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",950,"3,719,567",2013,6,2013,"6,826,654","5,713,446",1.19," $	3,743,298 "," $	16,601,127 ", $	2.91 , $	0.66 
3034,Maryland Transit Administration,CB,PT,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"177,358,307","4,200,634",42.22," $	15,744,927 "," $	53,301,960 ", $	12.69 , $	3.75 
3034,Maryland Transit Administration,CR,PT,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"274,230,952","9,030,039",30.37," $	42,927,037 "," $	121,608,748 ", $	13.47 , $	4.75 
3034,Maryland Transit Administration,DR,DO,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"813,748","95,819",8.49," $	228,939 "," $	17,296,929 ", $	180.52 , $	2.39 
3034,Maryland Transit Administration,DR,PT,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"14,406,529","1,555,351",9.26," $	2,390,006 "," $	66,239,143 ", $	42.59 , $	1.54 
3034,Maryland Transit Administration,DT,PT,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"1,842,723","432,534",4.26," $	224,193 "," $	9,897,803 ", $	22.88 , $	0.52 
3034,Maryland Transit Administration,HR,DO,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"76,954,185","15,208,352",5.06," $	12,912,287 "," $	51,652,666 ", $	3.40 , $	0.85 
3034,Maryland Transit Administration,LR,DO,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"58,962,388","8,647,402",6.82," $	7,341,806 "," $	37,766,098 ", $	4.37 , $	0.85 
3034,Maryland Transit Administration,MB,DO,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,"242,121,200","68,203,155",3.55," $	57,906,253 "," $	237,510,879 ", $	3.48 , $	0.85 
3034,Maryland Transit Administration,MB,PT,Active,N,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663","1,795","2,203,663",2013,6,2013,,,,,,,
3035,Ohio Valley Regional Transportation Authority,DR,DO,Active,N,Wheeling,WV,353,"Wheeling, WV-OH",47,"81,249",27,"57,416",2013,9,2013,"24,199","5,011",4.83," $	13,003 "," $	332,099 ", $	66.27 , $	2.59 
3035,Ohio Valley Regional Transportation Authority,MB,DO,Active,N,Wheeling,WV,353,"Wheeling, WV-OH",47,"81,249",27,"57,416",2013,9,2013,"1,178,431","442,288",2.66," $	420,165 "," $	3,476,263 ", $	7.86 , $	0.95 
3036,Charlottesville Area Transit,DR,PT,Active,Y,Charlottesville,VA,317,"Charlottesville, VA",35,"92,359",38,"85,755",2013,6,2013,,,,,,,
3036,Charlottesville Area Transit,MB,DO,Active,Y,Charlottesville,VA,317,"Charlottesville, VA",35,"92,359",38,"85,755",2013,6,2013,0,"2,405,151",0.00," $	756,570 "," $	6,614,851 ", $	2.75 , $	0.31 
3040,Annapolis Department of Transportation,MB,DO,Active,Y,Annapolis,MD,19,"Baltimore, MD",717,"2,203,663",24,"130,600",2013,6,2013,0,"723,045",0.00," $	754,785 "," $	3,835,346 ", $	5.30 , $	1.04 
3041,Allegany County Transit,DR,DO,Active,Y,Cumberland,MD,484,"Cumberland, MD-WV-PA",33,"51,899",131,"68,780",2013,6,2013,0,"29,297",0.00," $	40,209 "," $	907,211 ", $	30.97 , $	1.37 
3041,Allegany County Transit,MB,DO,Active,Y,Cumberland,MD,484,"Cumberland, MD-WV-PA",33,"51,899",131,"68,780",2013,6,2013,0,"181,304",0.00," $	249,803 "," $	1,040,301 ", $	5.74 , $	1.38 
3042,Washington County Transit,DR,DO,Active,Y,Hagerstown,MD,189,"Hagerstown, MD-WV-PA",133,"182,696",70,"48,220",2013,6,2013,0,"12,914",0.00," $	18,119 "," $	226,423 ", $	17.53 , $	1.40 
3042,Washington County Transit,MB,DO,Active,Y,Hagerstown,MD,189,"Hagerstown, MD-WV-PA",133,"182,696",70,"48,220",2013,6,2013,0,"437,929",0.00," $	341,379 "," $	1,556,587 ", $	3.55 , $	0.78 
3044,Westmoreland County Transit Authority,DR,PT,Active,N,Greensburg,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2013,6,2013,,,,,,,
3044,Westmoreland County Transit Authority,DT,PT,Active,N,Greensburg,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2013,6,2013,"141,598","16,697",8.48," $	66,452 "," $	584,472 ", $	35.00 , $	3.98 
3044,Westmoreland County Transit Authority,MB,DO,Active,N,Greensburg,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2013,6,2013,,,,,,,
3044,Westmoreland County Transit Authority,MB,PT,Active,N,Greensburg,PA,27,"Pittsburgh, PA",905,"1,733,853",668,"296,066",2013,6,2013,"8,679,498","563,238",15.41," $	1,226,732 "," $	5,142,319 ", $	9.13 , $	2.18 
3045,"JAUNT, Inc.",DR,DO,Active,N,Charlottesville,VA,317,"Charlottesville, VA",35,"92,359","2,500","233,455",2013,6,2013,"3,854,122","314,994",12.24," $	1,072,588 "," $	5,479,634 ", $	17.40 , $	3.41 
3048,Howard Transit,DR,PT,Active,N,Ellicott City,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",251,"284,952",2013,6,2013,"760,754","69,125",11.01," $	180,296 "," $	4,247,448 ", $	61.45 , $	2.61 
3048,Howard Transit,MB,PT,Active,N,Ellicott City,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",251,"284,952",2013,6,2013,"9,130,616","1,036,524",8.81," $	886,435 "," $	6,112,182 ", $	5.90 , $	0.86 
3050,"G G and C Bus Company, Inc.",DR,DO,Inactive,N,,,,,,,,,2009,,,,,,,,,
3050,"G G and C Bus Company, Inc.",MB,DO,Inactive,N,,,,,,,,,2009,,,,,,,,,
3051,Ride-On Montgomery County Transit,DR,PT,Active,N,Rockville,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"971,000",2013,6,2013,,,,,,,
3051,Ride-On Montgomery County Transit,DT,PT,Active,N,Rockville,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"971,000",2013,6,2013,,,,,,,
3051,Ride-On Montgomery County Transit,MB,DO,Active,N,Rockville,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"971,000",2013,6,2013,"96,519,501","26,603,229",3.63," $	21,934,919 "," $	104,706,936 ", $	3.94 , $	0.82 
3051,Ride-On Montgomery County Transit,MB,PT,Active,N,Rockville,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"971,000",2013,6,2013,,,,,,,
3054,Centre Area Transportation Authority,DR,PT,Active,N,State College,PA,335,"State College, PA",29,"87,454",135,"112,000",2013,6,2013,"214,598","34,525",6.22," $	106,295 "," $	1,009,445 ", $	29.24 , $	3.08 
3054,Centre Area Transportation Authority,DT,PT,Active,N,State College,PA,335,"State College, PA",29,"87,454",135,"112,000",2013,6,2013,,,,,,,
3054,Centre Area Transportation Authority,MB,DO,Active,N,State College,PA,335,"State College, PA",29,"87,454",135,"112,000",2013,6,2013,"16,335,352","7,073,077",2.31," $	5,841,552 "," $	11,743,245 ", $	1.66 , $	0.83 
3054,Centre Area Transportation Authority,VP,DO,Active,N,State College,PA,335,"State College, PA",29,"87,454",135,"112,000",2013,6,2013,"4,962,409","142,712",34.77," $	351,913 "," $	351,099 ", $	2.46 , $	2.47 
3055,Shenango Valley Shuttle Service,DR,DO,Active,N,Hermitage,PA,97,"Youngstown, OH-PA",241,"387,550",670,"116,638",2013,6,2013,"712,425","94,940",7.50," $	111,270 "," $	1,492,244 ", $	15.72 , $	1.17 
3055,Shenango Valley Shuttle Service,MB,DO,Active,N,Hermitage,PA,97,"Youngstown, OH-PA",241,"387,550",670,"116,638",2013,6,2013,"532,494","101,446",5.25," $	47,544 "," $	821,771 ", $	8.10 , $	0.47 
3057,Pennsylvania Department of Transportation,CR,PT,Active,N,Harrisburg,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","2,092","3,100,000",2013,6,2013,"44,623,392","610,244",73.12," $	10,376,663 "," $	18,734,675 ", $	30.70 , $	17.00 
3058,City of Fairfax CUE Bus,MB,DO,Active,N,Fairfax,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",6,"22,565",2013,6,2013,"3,088,437","850,809",3.63," $	1,324,232 "," $	2,899,811 ", $	3.41 , $	1.56 
3061,Mid Mon Valley Transit Authority,DR,DO,Active,N,Charleroi,PA,417,"Monessen-California, PA",45,"66,086",53,"79,666",2013,6,2013,,,,,,,
3061,Mid Mon Valley Transit Authority,DR,PT,Active,N,Charleroi,PA,417,"Monessen-California, PA",45,"66,086",53,"79,666",2013,6,2013,"6,127","1,308",4.68," $	3,588 "," $	24,812 ", $	18.97 , $	2.74 
3061,Mid Mon Valley Transit Authority,MB,DO,Active,N,Charleroi,PA,417,"Monessen-California, PA",45,"66,086",53,"79,666",2013,6,2013,,,,,,,
3061,Mid Mon Valley Transit Authority,MB,PT,Active,N,Charleroi,PA,417,"Monessen-California, PA",45,"66,086",53,"79,666",2013,6,2013,"5,179,457","338,748",15.29," $	629,524 "," $	4,163,836 ", $	12.29 , $	1.86 
3067,Access Transportation Systems,DR,PT,Inactive,N,,,,,,,,,2009,,,,,,,,,
3068,Fairfax Connector Bus System,MB,DO,Active,N,Fairfax,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",399,"1,056,435",2013,6,2013,,,,,,,
3068,Fairfax Connector Bus System,MB,PT,Active,N,Fairfax,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",399,"1,056,435",2013,6,2013,"80,190,090","10,650,401",7.53," $	12,766,563 "," $	72,033,351 ", $	6.76 , $	1.20 
3069,City of Danville Mass Transit System,DR,DO,Inactive,Y,Danville,VA,0,Non-UZA,,0,25,"48,411",2013,6,2013,0,"35,257",0.00," $	118,683 "," $	742,100 ", $	21.05 , $	3.37 
3069,City of Danville Mass Transit System,MB,DO,Inactive,Y,Danville,VA,0,Non-UZA,,0,25,"48,411",2013,6,2013,0,"259,986",0.00," $	224,824 "," $	786,085 ", $	3.02 , $	0.86 
3070,Potomac and Rappahannock Transportation Commission,CB,PT,Active,N,Woodbridge,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",361,"454,096",2013,6,2013,"44,449,488","1,766,790",25.16," $	8,754,345 "," $	13,861,697 ", $	7.85 , $	4.95 
3070,Potomac and Rappahannock Transportation Commission,MB,PT,Active,N,Woodbridge,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",361,"454,096",2013,6,2013,"12,927,149","1,520,363",8.50," $	1,770,827 "," $	15,021,116 ", $	9.88 , $	1.16 
3071,City of Alexandria,DR,PT,Active,N,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,,,,,,,
3071,City of Alexandria,DT,PT,Active,N,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,"312,458","55,163",5.66," $	154,221 "," $	1,425,631 ", $	25.84 , $	2.80 
3071,City of Alexandria,MB,DO,Active,N,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,"10,407,617","4,265,417",2.44," $	3,481,784 "," $	13,765,515 ", $	3.23 , $	0.82 
3071,City of Alexandria,MB,PT,Active,N,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,,,,,,,
3072,Transit Services of Frederick County,DR,DO,Active,N,Frederick,MD,230,"Frederick, MD",73,"141,576",18,"65,787",2013,6,2013,"293,758","73,429",4.00," $	372,897 "," $	1,576,318 ", $	21.47 , $	5.08 
3072,Transit Services of Frederick County,MB,DO,Active,N,Frederick,MD,230,"Frederick, MD",73,"141,576",18,"65,787",2013,6,2013,"3,581,223","790,557",4.53," $	631,445 "," $	3,897,071 ", $	4.93 , $	0.80 
3073,Virginia Railway Express,CR,DO,Active,N,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",730,"680,400",2013,6,2013,,,,,,,
3073,Virginia Railway Express,CR,PT,Active,N,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",730,"680,400",2013,6,2013,"149,745,124","4,550,062",32.91," $	34,733,106 "," $	60,698,937 ", $	13.34 , $	7.63 
3074,Harford Transit,DR,DO,Active,N,Abingdon,MD,169,"Aberdeen-Bel Air South-Bel Air North, MD",131,"213,751",133,"218,590",2013,6,2013,"437,425","45,948",9.52," $	65,182 "," $	1,318,347 ", $	28.69 , $	1.42 
3074,Harford Transit,MB,DO,Active,N,Abingdon,MD,169,"Aberdeen-Bel Air South-Bel Air North, MD",131,"213,751",133,"218,590",2013,6,2013,"2,562,199","319,875",8.01," $	243,076 "," $	2,069,330 ", $	6.47 , $	0.76 
3075,Delaware Transit Corporation,DR,DO,Active,N,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"12,093,270","970,534",12.46," $	1,662,576 "," $	52,076,961 ", $	53.66 , $	1.71 
3075,Delaware Transit Corporation,DR,PT,Active,N,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"438,016","36,164",12.11," $	13,237 "," $	1,575,202 ", $	43.56 , $	0.37 
3075,Delaware Transit Corporation,MB,DO,Active,N,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"61,200,207","9,866,504",6.20," $	6,747,776 "," $	47,604,228 ", $	4.82 , $	0.68 
3075,Delaware Transit Corporation,MB,PT,Active,N,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"3,818,420","322,061",11.86," $	267,064 "," $	4,456,851 ", $	13.84 , $	0.83 
3076,Williamsburg Area Transit Authority,DR,DO,Active,N,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"57,000",2013,6,2013,"22,110","3,809",5.80," $	5,064 "," $	374,946 ", $	98.44 , $	1.33 
3076,Williamsburg Area Transit Authority,MB,DO,Active,N,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"57,000",2013,6,2013,"4,848,422","1,010,092",4.80," $	525,075 "," $	4,183,788 ", $	4.14 , $	0.52 
3076,Williamsburg Area Transit Authority,MB,PT,Active,N,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"57,000",2013,6,2013,"2,230,619","1,536,716",1.45," $	36,985 "," $	2,032,521 ", $	1.32 , $	0.02 
3077,Borough of Pottstown - Pottstown Area Rapid Transit,DR,PT,Active,N,Pottstown,PA,287,"Pottstown, PA",79,"107,682",34,"51,000",2013,6,2013,"12,814","3,828",3.35," $	13,055 "," $	132,403 ", $	34.59 , $	3.41 
3077,Borough of Pottstown - Pottstown Area Rapid Transit,MB,PT,Active,N,Pottstown,PA,287,"Pottstown, PA",79,"107,682",34,"51,000",2013,6,2013,"278,845","255,537",1.09," $	263,847 "," $	1,764,256 ", $	6.90 , $	1.03 
3078,Southwestern Pennsylvania Commission,VP,PT,Active,N,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",833,"1,614,197",2013,6,2013,"7,794,087","262,715",29.67," $	879,217 "," $	1,320,090 ", $	5.02 , $	3.35 
3079,Fredericksburg Regional Transit,MB,DO,Active,Y,Fredericksburg,VA,231,"Fredericksburg, VA",78,"141,238",242,"113,716",2013,6,2013,0,"530,690",0.00," $	344,624 "," $	3,555,020 ", $	6.70 , $	0.65 
3080,Arlington Transit - Arlington County,DR,PT,Active,N,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"210,000",2013,6,2013,"269,046","27,451",9.80," $	164,779 "," $	987,009 ", $	35.96 , $	6.00 
3080,Arlington Transit - Arlington County,DT,PT,Active,N,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"210,000",2013,6,2013,"202,680","67,560",3.00," $	328,864 "," $	1,568,046 ", $	23.21 , $	4.87 
3080,Arlington Transit - Arlington County,MB,PT,Active,N,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"210,000",2013,6,2013,"5,554,359","2,644,933",2.10," $	2,708,967 "," $	8,706,973 ", $	3.29 , $	1.02 
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,CB,PT,Active,N,Leesburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",517,"328,533",2013,6,2013,"42,267,152","1,325,176",31.90," $	7,652,415 "," $	10,157,454 ", $	7.67 , $	5.77 
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,MB,PT,Active,N,Leesburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",517,"328,533",2013,6,2013,,,,,,,
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DR,DO,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,,,,,,,
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DR,PT,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"2,559,054","304,004",8.42," $	797,763 "," $	10,819,386 ", $	35.59 , $	2.62 
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DT,PT,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,,,,,,,
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",FB,PT,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"123,866","336,838",0.37," $	313,134 "," $	1,705,130 ", $	5.06 , $	0.93 
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",LR,DO,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"7,004,670","1,762,284",3.97," $	687,892 "," $	12,374,424 ", $	7.02 , $	0.39 
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",MB,DO,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"86,543,203","16,217,920",5.34," $	13,260,332 "," $	62,865,214 ", $	3.88 , $	0.82 
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",VP,DO,Active,N,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"6,959,229","189,528",36.72," $	1,023,780 "," $	1,308,080 ", $	6.90 , $	5.40 
3084,University of Pittsburgh,VP,DO,Inactive,N,,,,,,,,,2005,,,,,,,,,
3085,Prince George's County Transit,DR,DO,Active,N,Largo,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",487,"863,000",2013,6,2013,"1,164,295","137,461",8.47," $	12,861 "," $	3,041,239 ", $	22.12 , $	0.09 
3085,Prince George's County Transit,MB,PT,Active,N,Largo,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",487,"863,000",2013,6,2013,"13,757,632","3,930,752",3.50," $	2,175,576 "," $	22,811,764 ", $	5.80 , $	0.55 
3087,Fayette Area Coordinated Transportation,DR,DO,Active,N,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"838,459","55,782",15.03," $	25,104 "," $	1,145,896 ", $	20.54 , $	0.45 
3087,Fayette Area Coordinated Transportation,DR,PT,Active,N,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"414,255","56,966",7.27," $	28,269 "," $	1,063,698 ", $	18.67 , $	0.50 
3087,Fayette Area Coordinated Transportation,MB,DO,Active,N,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"1,251,477","131,704",9.50," $	165,930 "," $	1,013,744 ", $	7.70 , $	1.26 
3087,Fayette Area Coordinated Transportation,MB,PT,Active,N,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"496,198","66,881",7.42," $	32,085 "," $	725,567 ", $	10.85 , $	0.48 
3088,"County Commissioners of Charles County, MD",DR,PT,Active,N,Port Tobacco,MD,283,"Waldorf, MD",68,"109,919",461,"146,551",2013,6,2013,"237,903","28,663",8.30," $	10,003 "," $	1,299,034 ", $	45.32 , $	0.35 
3088,"County Commissioners of Charles County, MD",MB,PT,Active,N,Port Tobacco,MD,283,"Waldorf, MD",68,"109,919",461,"146,551",2013,6,2013,"5,505,059","723,398",7.61," $	335,471 "," $	4,640,711 ", $	6.42 , $	0.46 
3089,Monongalia County Urban Mass Transit Authority,CR,DO,Active,Y,Morgantown,WV,393,"Morgantown, WV",37,"70,350",256,"91,576",2013,6,2013,,,,,,,
3089,Monongalia County Urban Mass Transit Authority,DR,DO,Active,Y,Morgantown,WV,393,"Morgantown, WV",37,"70,350",256,"91,576",2013,6,2013,0,"14,008",0.00," $	144,657 "," $	264,696 ", $	18.90 , $	10.33 
3089,Monongalia County Urban Mass Transit Authority,MB,DO,Active,Y,Morgantown,WV,393,"Morgantown, WV",37,"70,350",256,"91,576",2013,6,2013,0,"1,263,477",0.00," $	1,471,087 "," $	3,631,904 ", $	2.87 , $	1.16 
3091,Blacksburg Transit,DR,DO,Active,N,Blacksburg,VA,328,"Blacksburg, VA",51,"88,542",28,"63,661",2013,6,2013,"93,579","30,970",3.02," $	24,204 "," $	878,370 ", $	28.36 , $	0.78 
3091,Blacksburg Transit,MB,DO,Active,N,Blacksburg,VA,328,"Blacksburg, VA",51,"88,542",28,"63,661",2013,6,2013,"6,632,440","3,499,257",1.90," $	3,167,733 "," $	5,227,418 ", $	1.49 , $	0.91 
3092,Carroll County Department of Citizen Services,DR,PT,Active,Y,Westminster,MD,383,"Westminster-Eldersburg, MD",58,"72,714",449,"167,217",2013,6,2013,0,"106,807",0.00," $	223,863 "," $	1,870,312 ", $	17.51 , $	2.10 
3092,Carroll County Department of Citizen Services,MB,PT,Active,Y,Westminster,MD,383,"Westminster-Eldersburg, MD",58,"72,714",449,"167,217",2013,6,2013,0,"15,572",0.00," $	20,747 "," $	232,579 ", $	14.94 , $	1.33 
3094,City of Harrisonburg Department of Public Transportation,DR,DO,Active,N,Harrisonburg,VA,413,"Harrisonburg, VA",33,"66,784",17,"51,828",2013,6,2013,"88,260","24,323",3.63," $	99,408 "," $	528,853 ", $	21.74 , $	4.09 
